,standardDur,riseDur,order,preDur,postDur,isiDur,trial_num,totalDur,delta_dur_percents,deltaDurS,testDurS,intensities,current_stair,responses,is_correct,response_rts,stair_num_reversal,stair_is_reversal,response_keys,conflictDur,recordedOnsetVisualTest,recordedOffsetVisualTest,recordedDurVisualTest,recordedOnsetVisualStandard,recordedOffsetVisualStandard,recordedDurVisualStandard,modalityPostCue
124,0.4997,1.1993,1,0.5247,0.6163,0.608,124,3.1482,0.8,0.3998,0.8995,5,lapse_rate,1.0,True,1.575,0,False,left,0.05,0.4814,1.473,0.9916,2.015,2.6562,0.6412,V
125,0.4997,0.0999,1,0.558,0.5997,0.6913,125,3.1982,0.702,0.3498,0.8495,5,3D1U,2.0,False,0.54,4,True,right,0.0,0.5137,1.4549,0.9412,2.1056,2.6971,0.5915,A
126,0.4997,0.0999,1,0.5247,0.5081,0.5747,126,2.3654,-0.48,-0.2415,0.2582,5,3U1D,2.0,True,2.403,3,False,right,-0.05,0.4789,0.8291,0.3501,1.3372,1.979,0.6418,A
127,0.4997,0.0999,2,0.4747,0.608,0.8579,127,2.7235,-0.426,-0.2165,0.2832,5,3U1D,1.0,True,1.991,4,True,left,0.05,1.9453,2.1783,0.233,0.4038,1.0456,0.6418,A
128,0.4997,1.1993,1,0.633,0.6247,0.5664,128,3.1484,0.648,0.3248,0.8246,5,2D1U,1.0,True,0.16,6,True,left,0.0,0.5861,1.5026,0.9165,2.0276,2.6193,0.5918,A
129,0.4997,1.1993,2,0.4997,0.6163,0.8329,129,3.3231,0.756,0.3748,0.8745,5,3D1U,2.0,True,0.165,5,True,right,-0.05,1.9461,2.7711,0.825,0.4292,1.071,0.6418,V
130,0.4997,1.1993,1,0.633,0.4914,0.7829,130,2.5486,-0.72,-0.3581,0.1416,5,2U1D,2.0,True,0.162,6,True,right,0.05,0.5926,0.826,0.2333,1.5427,2.1843,0.6416,V
131,0.4997,1.1993,2,0.4831,0.4081,0.5664,131,2.0572,-0.8,-0.3998,0.0999,5,lapse_rate,1.0,True,1.024,0,False,left,0.0,1.6431,1.693,0.0499,0.4432,1.0346,0.5914,V
132,0.4997,0.0999,1,0.4581,0.4331,0.8162,132,2.3487,-0.72,-0.3581,0.1416,5,2U1D,2.0,True,0.163,6,True,right,-0.05,0.4126,0.6459,0.2333,1.3957,2.0375,0.6418,A
133,0.4997,0.0999,2,0.5664,0.558,0.5747,133,2.482,-0.426,-0.2165,0.2832,5,3U1D,2.0,False,0.654,4,True,right,0.05,1.753,1.9863,0.2333,0.4945,1.1364,0.6419,V
134,0.4997,0.0999,1,0.4331,0.5247,0.5497,134,2.8318,0.648,0.3248,0.8246,5,2D1U,1.0,True,0.942,6,True,left,0.0,0.3893,1.306,0.9167,1.8143,2.4057,0.5913,V
135,0.4997,1.1993,2,0.4664,0.5164,0.5913,135,2.9483,0.756,0.3748,0.8745,5,3D1U,1.0,False,0.671,5,True,left,-0.05,1.6771,2.502,0.8249,0.402,1.0436,0.6416,V
136,0.4997,0.0999,2,0.4331,0.558,0.5913,136,2.9816,0.8,0.3998,0.8995,5,lapse_rate,1.0,False,0.742,0,False,left,0.05,1.6374,2.4875,0.85,0.3624,1.0041,0.6417,A
137,0.4997,1.1993,1,0.6413,0.5497,0.8829,137,3.4814,0.81,0.4081,0.9078,5,3D1U,1.0,True,0.541,5,False,left,0.0,0.6017,1.6018,1.0001,2.4431,3.0348,0.5917,A
138,0.4997,1.1993,2,0.633,0.4248,0.7996,138,3.1567,0.594,0.2998,0.7996,5,2D1U,1.0,False,1.624,6,False,left,-0.05,2.0446,2.7945,0.7499,0.5613,1.203,0.6417,A
139,0.4997,0.0999,2,0.533,0.5081,0.8079,139,2.5153,-0.666,-0.3332,0.1666,5,2U1D,1.0,True,2.457,7,True,left,0.05,1.9591,2.0757,0.1166,0.4678,1.1093,0.6415,A
140,0.4997,0.0999,2,0.533,0.633,0.8495,140,2.7734,-0.48,-0.2415,0.2582,5,3U1D,2.0,False,2.796,5,True,right,0.0,1.9696,2.1776,0.208,0.4856,1.0778,0.5922,V
141,0.4997,1.1993,1,0.4914,0.4081,0.8912,141,2.3903,-0.8,-0.3998,0.0999,5,lapse_rate,2.0,True,0.559,0,False,right,-0.05,0.4473,0.6386,0.1913,1.4637,2.1054,0.6418,V
142,0.4997,0.0999,1,0.5497,0.5497,0.7996,142,3.2233,0.648,0.3248,0.8246,5,2D1U,2.0,False,0.936,7,True,right,0.05,0.5088,1.4254,0.9166,2.1586,2.8004,0.6418,V
143,0.4997,1.1993,1,0.4831,0.4081,0.7163,143,2.2071,-0.8,-0.3998,0.0999,5,lapse_rate,2.0,True,0.179,0,False,right,0.0,0.4389,0.6304,0.1915,1.3053,1.8972,0.5919,V
144,0.4997,1.1993,1,0.633,0.5747,0.7329,144,2.6735,-0.534,-0.2665,0.2332,5,3U1D,2.0,True,0.382,5,False,right,-0.05,0.5911,0.916,0.3249,1.5825,2.224,0.6416,V
145,0.4997,1.1993,2,0.4414,0.608,0.8745,145,2.5902,-0.666,-0.3332,0.1666,5,2U1D,1.0,True,0.965,7,True,left,0.05,1.928,2.0455,0.1174,0.3699,1.0114,0.6415,A
146,0.4997,1.1993,1,0.5747,0.4747,0.6663,146,3.1232,0.81,0.4081,0.9078,5,3D1U,1.0,True,3.123,5,False,left,0.0,0.5313,1.5312,0.9999,2.1559,2.7476,0.5917,A
147,0.4997,0.0999,1,0.3998,0.4747,0.6663,147,2.1404,-0.8,-0.3998,0.0999,5,lapse_rate,2.0,True,0.198,0,False,right,-0.05,0.3546,0.5461,0.1914,1.1463,1.7879,0.6416,A
148,0.4997,0.0999,1,0.5664,0.4664,0.5247,148,2.2904,-0.534,-0.2665,0.2332,5,3U1D,2.0,True,0.292,5,False,right,0.05,0.5209,0.8454,0.3246,1.3039,1.9457,0.6418,V
149,0.4997,0.0999,2,0.583,0.5497,0.658,149,3.1982,0.81,0.4081,0.9078,5,3D1U,2.0,True,0.822,5,False,right,0.0,1.8285,2.687,0.8586,0.5365,1.1285,0.5919,V
150,0.4997,0.0999,2,0.5747,0.4414,0.633,150,2.3404,-0.612,-0.3082,0.1916,5,2U1D,1.0,True,0.766,7,False,left,-0.05,1.8214,1.9632,0.1418,0.5048,1.1464,0.6416,A
151,0.4997,1.1993,2,0.3998,0.6163,0.7079,151,3.0732,0.702,0.3498,0.8495,5,2D1U,2.0,True,1.932,7,False,right,0.05,1.7205,2.5205,0.8,0.3291,0.9707,0.6416,A
152,0.4997,1.1993,2,0.4081,0.4914,0.6496,152,2.9233,0.756,0.3748,0.8745,5,3D1U,2.0,True,0.613,6,True,right,0.0,1.6473,2.4722,0.8249,0.3638,0.9556,0.5918,A
153,0.4997,1.1993,1,0.4997,0.4664,0.5747,153,2.2321,-0.612,-0.3082,0.1916,5,2U1D,1.0,False,3.265,7,False,left,-0.05,0.4538,0.7379,0.2841,1.2459,1.8874,0.6415,A
154,0.4997,0.0999,1,0.6163,0.633,0.7579,154,3.3564,0.702,0.3498,0.8495,5,2D1U,1.0,True,2.108,7,False,left,0.05,0.5749,1.5166,0.9417,2.2082,2.8496,0.6415,V
155,0.4997,0.0999,1,0.5913,0.5997,0.6746,155,2.5985,-0.534,-0.2665,0.2332,5,3U1D,2.0,True,0.488,5,False,right,0.0,0.5456,0.8705,0.325,1.5038,2.0952,0.5914,A
156,0.4997,1.1993,1,0.4248,0.4248,0.8745,156,2.3237,-0.8,-0.3998,0.0999,5,lapse_rate,2.0,True,2.04,0,False,right,-0.05,0.3795,0.5708,0.1913,1.3792,2.0207,0.6416,A
157,0.4997,0.0999,1,0.5081,0.583,0.7996,157,2.557,-0.666,-0.3332,0.1666,5,2U1D,2.0,True,2.431,8,True,right,0.05,0.4693,0.7273,0.258,1.4609,2.1024,0.6415,V
158,0.4997,1.1993,1,0.4747,0.633,0.7496,158,3.1816,0.648,0.3248,0.8246,5,2D1U,2.0,False,0.163,8,True,right,0.0,0.431,1.3473,0.9163,2.0553,2.6475,0.5922,A
159,0.4997,1.1993,1,0.4914,0.5247,0.7163,159,3.1066,0.756,0.3748,0.8745,5,3D1U,1.0,True,0.323,6,True,left,-0.05,0.4453,1.4123,0.9669,2.0623,2.7039,0.6417,V
160,0.4997,1.1993,2,0.5414,0.5164,0.8912,160,3.3482,0.8,0.3998,0.8995,5,lapse_rate,1.0,False,0.934,0,False,left,0.05,2.0479,2.8974,0.8495,0.4731,1.1146,0.6415,V
161,0.4997,1.1993,2,0.583,0.633,0.6746,161,2.6485,-0.48,-0.2415,0.2582,5,3U1D,1.0,True,1.301,6,True,left,0.0,1.8453,2.0538,0.2086,0.537,1.1286,0.5916,A
162,0.4997,0.0999,2,0.5997,0.533,0.7912,162,2.5902,-0.666,-0.3332,0.1666,5,2U1D,1.0,True,0.163,8,True,left,-0.05,2.0061,2.1227,0.1166,0.531,1.1727,0.6417,V
163,0.4997,0.0999,2,0.5913,0.633,0.7246,163,3.2981,0.702,0.3498,0.8495,5,2D1U,1.0,False,1.635,9,True,left,0.05,1.9311,2.7313,0.8002,0.5229,1.1644,0.6415,V
164,0.4997,0.0999,1,0.6496,0.6413,0.6413,164,2.6901,-0.48,-0.2415,0.2582,5,3U1D,2.0,True,0.162,6,True,right,0.0,0.6029,0.9531,0.3502,1.553,2.1446,0.5916,A
165,0.4997,1.1993,1,0.5747,0.4664,0.7996,165,3.2399,0.8,0.3998,0.8995,5,lapse_rate,1.0,True,0.701,0,False,left,-0.05,0.5303,1.5223,0.992,2.2556,2.8973,0.6417,V
166,0.4997,1.1993,1,0.5081,0.5497,0.7079,166,3.1399,0.756,0.3748,0.8745,5,3D1U,1.0,True,1.159,6,True,left,0.05,0.465,1.4317,0.9667,2.0732,2.7149,0.6417,V
167,0.4997,1.1993,2,0.6163,0.583,0.8412,167,3.4147,0.756,0.3748,0.8745,5,2D1U,2.0,True,0.162,9,False,right,0.0,2.0489,2.8736,0.8247,0.5738,1.1652,0.5914,V
168,0.4997,1.1993,2,0.6163,0.5414,0.7829,168,3.2898,0.702,0.3498,0.8495,5,3D1U,2.0,True,0.577,6,False,right,-0.05,2.0122,2.812,0.7998,0.5455,1.1873,0.6418,V
169,0.4997,1.1993,2,0.558,0.4581,0.6163,169,2.232,-0.8,-0.3998,0.0999,5,lapse_rate,1.0,True,0.89,0,False,left,0.05,1.7901,1.8402,0.0501,0.4907,1.132,0.6413,V
170,0.4997,0.0999,2,0.5497,0.5997,0.6663,170,2.507,-0.612,-0.3082,0.1916,5,2U1D,1.0,True,0.44,9,True,left,0.0,1.8092,1.9502,0.1411,0.5083,1.1006,0.5922,A
171,0.4997,0.0999,1,0.608,0.4498,0.658,171,2.4737,-0.48,-0.2415,0.2582,5,3U1D,2.0,True,0.507,6,True,right,-0.05,0.5671,0.917,0.3499,1.5085,2.1502,0.6417,A
172,0.4997,0.0999,2,0.6413,0.4498,0.633,172,3.0983,0.756,0.3748,0.8745,5,2D1U,2.0,True,0.317,9,False,right,0.05,1.893,2.718,0.825,0.5764,1.2181,0.6417,A
173,0.4997,1.1993,2,0.4664,0.4747,0.6746,173,2.9649,0.702,0.3498,0.8495,5,3D1U,2.0,True,0.462,6,False,right,0.0,1.7332,2.5331,0.8,0.4247,1.0163,0.5916,A
174,0.4997,1.1993,2,0.608,0.6163,0.6746,174,2.5902,-0.612,-0.3082,0.1916,5,2U1D,2.0,False,0.941,9,True,right,-0.05,1.9005,2.0422,0.1417,0.5422,1.1838,0.6417,A
175,0.4997,0.0999,2,0.4081,0.4581,0.5747,175,2.8401,0.8,0.3998,0.8995,5,lapse_rate,2.0,True,0.284,0,False,right,0.05,1.5988,2.4491,0.8502,0.3406,0.982,0.6414,V
176,0.4997,1.1993,1,0.4914,0.633,0.8079,176,2.7152,-0.426,-0.2165,0.2832,5,3U1D,2.0,True,1.163,6,False,right,0.0,0.4511,0.8261,0.375,1.5928,2.1845,0.5917,V
177,0.4997,0.0999,1,0.4414,0.533,0.608,177,2.2487,-0.666,-0.3332,0.1666,5,2U1D,2.0,True,1.263,10,True,right,-0.05,0.3952,0.6535,0.2583,1.1956,1.8368,0.6413,A
178,0.4997,0.0999,2,0.4664,0.5913,0.7996,178,2.6402,-0.426,-0.2165,0.2832,5,3U1D,1.0,True,4.1,6,False,left,0.05,1.8815,2.1151,0.2336,0.3986,1.0398,0.6412,V
179,0.4997,0.0999,2,0.5664,0.4081,0.8829,179,3.2066,0.702,0.3498,0.8495,5,2D1U,2.0,True,0.164,10,True,right,0.0,2.0402,2.8398,0.7996,0.5232,1.1149,0.5916,A
180,0.4997,1.1993,2,0.5497,0.608,0.533,180,2.2903,-0.8,-0.3998,0.0999,5,lapse_rate,1.0,True,2.367,0,False,left,-0.05,1.6953,1.7456,0.0503,0.4789,1.1204,0.6415,A
181,0.4997,1.1993,1,0.4664,0.533,0.6663,181,3.0149,0.702,0.3498,0.8495,5,3D1U,1.0,True,0.759,6,False,left,0.05,0.4218,1.3631,0.9413,1.9633,2.6045,0.6412,A
182,0.4997,1.1993,1,0.4331,0.583,0.8829,182,3.2233,0.648,0.3248,0.8246,5,3D1U,1.0,True,1.526,6,False,left,0.0,0.3907,1.3073,0.9166,2.1489,2.7407,0.5918,A
183,0.4997,1.1993,1,0.5164,0.4164,0.8579,183,2.5736,-0.426,-0.2165,0.2832,5,3U1D,2.0,True,1.442,6,False,right,-0.05,0.4713,0.8464,0.3751,1.6379,2.2793,0.6414,V
184,0.4997,0.0999,2,0.5081,0.5164,0.7912,184,3.1649,0.702,0.3498,0.8495,5,2D1U,1.0,False,3.12,10,True,left,0.05,1.9127,2.7129,0.8002,0.4373,1.0792,0.6419,A
185,0.4997,0.0999,1,0.4164,0.5414,0.8495,185,2.4736,-0.666,-0.3332,0.1666,5,2U1D,2.0,True,2.974,10,True,right,0.0,0.3696,0.6278,0.2582,1.4369,2.0282,0.5913,A
186,0.4997,0.0999,2,0.608,0.4414,0.5497,186,2.9983,0.8,0.3998,0.8995,5,lapse_rate,2.0,True,0.913,0,False,right,-0.05,1.7723,2.6223,0.8501,0.5388,1.1806,0.6418,A
187,0.4997,0.0999,1,0.5414,0.3998,0.6496,187,2.407,-0.372,-0.1832,0.3165,5,3U1D,1.0,False,0.351,6,False,left,0.05,0.4941,0.9023,0.4083,1.4858,2.1272,0.6414,V
188,0.4997,1.1993,2,0.4664,0.4498,0.5747,188,2.8152,0.648,0.3248,0.8246,5,3D1U,2.0,True,0.772,6,False,right,0.0,1.6281,2.4035,0.7754,0.42,1.0119,0.5919,A
189,0.4997,1.1993,1,0.4831,0.4997,0.8745,189,3.2315,0.756,0.3748,0.8745,5,2D1U,1.0,True,0.516,11,True,left,-0.05,0.4363,1.403,0.9667,2.211,2.8527,0.6417,V
190,0.4997,0.0999,1,0.4164,0.3998,0.8745,190,3.0899,0.8,0.3998,0.8995,5,lapse_rate,1.0,True,1.175,0,False,left,0.05,0.3752,1.3669,0.9917,2.1752,2.8166,0.6414,A
191,0.4997,1.1993,1,0.4831,0.5913,0.8329,191,2.5986,-0.612,-0.3082,0.1916,5,2U1D,2.0,True,1.402,11,True,right,0.0,0.4352,0.7181,0.283,1.51,2.1016,0.5915,A
192,0.4997,1.1993,1,0.5747,0.4747,0.5913,192,2.2403,-0.8,-0.3998,0.0999,5,lapse_rate,2.0,True,0.392,0,False,right,-0.05,0.532,0.7234,0.1914,1.2486,1.8906,0.642,V
193,0.4997,0.0999,2,0.558,0.558,0.6913,193,3.1815,0.756,0.3748,0.8745,5,2D1U,2.0,True,0.717,11,True,right,0.05,1.8626,2.6876,0.825,0.4875,1.1298,0.6423,V
194,0.4997,0.0999,2,0.4498,0.633,0.8912,194,2.7569,-0.426,-0.2165,0.2832,5,3U1D,1.0,True,2.239,7,True,left,0.0,1.9304,2.1637,0.2332,0.4057,0.997,0.5913,V
195,0.4997,0.0999,2,0.4997,0.5664,0.6413,195,2.3987,-0.612,-0.3082,0.1916,5,2U1D,1.0,True,1.479,11,True,left,-0.05,1.758,1.8993,0.1413,0.433,1.0746,0.6415,V
196,0.4997,1.1993,1,0.608,0.4664,0.658,196,3.0567,0.648,0.3248,0.8246,5,3D1U,1.0,True,3.195,6,False,left,0.05,0.5665,1.4834,0.9168,2.075,2.7166,0.6416,A
197,0.4997,0.0999,1,0.558,0.5414,0.683,197,2.382,-0.8,-0.3998,0.0999,5,lapse_rate,2.0,True,6.387,0,False,right,0.0,0.5152,0.7071,0.1919,1.3489,1.9406,0.5917,A
198,0.4997,1.1993,2,0.5664,0.4081,0.6746,198,2.9983,0.702,0.3498,0.8495,5,2D1U,2.0,True,0.638,12,True,right,-0.05,1.8575,2.6573,0.7998,0.4986,1.1407,0.6421,A
199,0.4997,1.1993,2,0.533,0.583,0.7246,199,2.6235,-0.426,-0.2165,0.2832,5,3U1D,1.0,True,0.388,7,True,left,0.05,1.8724,2.1059,0.2335,0.4642,1.1059,0.6417,A
200,0.4997,0.0999,2,0.4997,0.4914,0.558,200,2.2737,-0.558,-0.2749,0.2249,5,2U1D,1.0,True,1.933,11,False,left,0.0,1.6454,1.8203,0.1749,0.4538,1.0456,0.5918,V
201,0.4997,0.0999,2,0.633,0.5497,0.7829,201,3.2649,0.594,0.2998,0.7996,5,3D1U,2.0,True,1.837,6,False,right,-0.05,2.0319,2.7819,0.75,0.5651,1.2069,0.6419,A
202,0.4997,1.1993,1,0.4747,0.4414,0.7413,202,3.0566,0.8,0.3998,0.8995,5,lapse_rate,1.0,True,2.6,0,False,left,0.05,0.4302,1.4216,0.9914,2.0968,2.7383,0.6415,V
203,0.4997,0.0999,1,0.3998,0.4164,0.4997,203,2.6152,0.594,0.2998,0.7996,5,3D1U,2.0,False,2.728,6,False,right,0.0,0.3551,1.2465,0.8914,1.7048,2.2966,0.5918,A
204,0.4997,1.1993,1,0.5747,0.5247,0.8995,204,2.7235,-0.558,-0.2749,0.2249,5,2U1D,2.0,True,1.133,11,False,right,-0.05,0.5329,0.8496,0.3167,1.6826,2.3243,0.6417,V
205,0.4997,1.1993,2,0.5414,0.4914,0.6913,205,3.0733,0.702,0.3498,0.8495,5,2D1U,1.0,False,2.47,12,True,left,0.05,1.8487,2.6485,0.7998,0.4736,1.1156,0.6419,V
206,0.4997,1.1993,1,0.4831,0.4664,0.7329,206,2.4653,-0.426,-0.2165,0.2832,5,3U1D,2.0,True,0.742,7,True,right,0.0,0.4423,0.8174,0.375,1.5092,2.1009,0.5917,A
207,0.4997,0.0999,2,0.5164,0.5081,0.8745,207,3.2732,0.756,0.3748,0.8745,5,2D1U,2.0,True,0.404,13,True,right,-0.05,2.0064,2.8308,0.8244,0.448,1.0897,0.6416,A
208,0.4997,1.1993,1,0.4414,0.633,0.5747,208,3.0483,0.8,0.3998,0.8995,5,lapse_rate,2.0,False,0.605,0,False,right,0.05,0.3985,1.3901,0.9915,1.8983,2.5403,0.642,A
209,0.4997,0.0999,2,0.5747,0.4831,0.7829,209,2.5903,-0.504,-0.2499,0.2499,5,2U1D,1.0,True,0.161,11,False,left,0.0,1.9489,2.1485,0.1996,0.5319,1.1233,0.5915,V
210,0.4997,0.0999,2,0.4331,0.558,0.6746,210,2.99,0.648,0.3248,0.8246,5,3D1U,2.0,True,0.826,7,True,right,-0.05,1.7217,2.4966,0.7749,0.3633,1.0049,0.6416,A
211,0.4997,1.1993,1,0.4164,0.4581,0.8745,211,2.5652,-0.372,-0.1832,0.3165,5,3U1D,1.0,False,2.519,8,True,left,0.05,0.3734,0.7817,0.4082,1.5899,2.2316,0.6417,A
212,0.4997,1.1993,2,0.608,0.4414,0.5913,212,2.965,0.648,0.3248,0.8246,5,3D1U,2.0,True,0.166,7,True,right,0.0,1.79,2.5651,0.7751,0.5654,1.1569,0.5915,V
213,0.4997,1.1993,1,0.4997,0.5081,0.533,213,2.2904,-0.504,-0.2499,0.2499,5,2U1D,2.0,True,0.491,11,False,right,-0.05,0.4531,0.7949,0.3418,1.2615,1.9032,0.6417,V
214,0.4997,0.0999,1,0.5664,0.5913,0.7163,214,3.2482,0.756,0.3748,0.8745,5,2D1U,1.0,True,1.506,13,True,left,0.05,0.523,1.4896,0.9667,2.1396,2.7812,0.6416,A
215,0.4997,0.0999,1,0.6163,0.558,0.658,215,3.2315,0.8,0.3998,0.8995,5,lapse_rate,1.0,True,2.833,0,False,left,0.0,0.5732,1.5647,0.9915,2.1813,2.7727,0.5914,V
216,0.4997,0.0999,2,0.5664,0.608,0.7746,216,2.7319,-0.426,-0.2165,0.2832,5,3U1D,1.0,True,0.183,9,True,left,-0.05,1.9533,2.1867,0.2334,0.4952,1.1369,0.6417,A
217,0.4997,0.0999,1,0.6413,0.558,0.633,217,3.1566,0.648,0.3248,0.8246,5,3D1U,1.0,True,1.428,7,True,left,0.05,0.5957,1.5123,0.9166,2.0788,2.7206,0.6417,V
218,0.4997,1.1993,2,0.3998,0.4331,0.7912,218,2.2237,-0.8,-0.3998,0.0999,5,lapse_rate,1.0,True,2.259,0,False,left,0.0,1.7854,1.8353,0.05,0.3604,0.9521,0.5918,A
219,0.4997,1.1993,2,0.5997,0.4831,0.6913,219,3.1233,0.702,0.3498,0.8495,5,2D1U,1.0,False,2.905,14,True,left,-0.05,1.9029,2.703,0.8002,0.5277,1.1696,0.6419,V
220,0.4997,1.1993,1,0.4498,0.5164,0.8579,220,2.607,-0.426,-0.2165,0.2832,5,3U1D,2.0,True,8.792,9,True,right,0.05,0.4091,0.7838,0.3747,1.5759,2.2176,0.6417,V
221,0.4997,1.1993,2,0.4414,0.633,0.7246,221,2.5736,-0.45,-0.2249,0.2749,5,2U1D,2.0,False,0.738,11,False,right,0.0,1.7567,1.9815,0.2248,0.3978,0.9896,0.5918,A
222,0.4997,0.0999,1,0.533,0.6413,0.7496,222,3.2981,0.756,0.3748,0.8745,5,2D1U,2.0,False,3.974,15,True,right,-0.05,0.4933,1.4599,0.9667,2.1434,2.7846,0.6411,A
223,0.4997,0.0999,1,0.6413,0.5414,0.7662,223,2.7318,-0.426,-0.2165,0.2832,5,3U1D,2.0,True,0.438,9,True,right,0.05,0.6007,0.9755,0.3748,1.6756,2.3172,0.6416,V
224,0.4997,0.0999,1,0.4831,0.4664,0.5081,224,2.8568,0.8,0.3998,0.8995,5,lapse_rate,1.0,True,0.669,0,False,left,0.0,0.4389,1.4304,0.9916,1.897,2.489,0.5919,A
225,0.4997,0.0999,1,0.608,0.5081,0.8745,225,3.2899,0.594,0.2998,0.7996,5,3D1U,1.0,True,1.002,8,True,left,-0.05,0.5629,1.4547,0.8918,2.2628,2.9044,0.6416,A
226,0.4997,1.1993,1,0.4164,0.4997,0.7579,226,2.4236,-0.504,-0.2499,0.2499,5,2U1D,2.0,True,0.161,12,True,right,0.05,0.3755,0.7174,0.3419,1.4091,2.0507,0.6417,V
227,0.4997,1.1993,1,0.6413,0.4581,0.5664,227,2.482,-0.372,-0.1832,0.3165,5,3U1D,2.0,True,1.221,10,True,right,0.0,0.5985,1.0066,0.4081,1.5315,2.1234,0.5919,V
228,0.4997,0.0999,2,0.5247,0.4248,0.683,228,3.0317,0.8,0.3998,0.8995,5,lapse_rate,2.0,True,0.161,0,False,right,-0.05,1.8198,2.6698,0.85,0.4533,1.0948,0.6415,V
229,0.4997,1.1993,2,0.4248,0.5247,0.6247,229,2.9817,0.81,0.4081,0.9078,5,2D1U,2.0,True,0.801,15,False,right,0.05,1.6636,2.522,0.8584,0.3553,0.9969,0.6416,A
230,0.4997,0.0999,2,0.533,0.533,0.558,230,2.3736,-0.504,-0.2499,0.2499,5,2U1D,1.0,True,0.325,12,True,left,0.0,1.6768,1.8769,0.2001,0.4853,1.077,0.5917,A
231,0.4997,0.0999,2,0.5164,0.533,0.7079,231,3.0566,0.594,0.2998,0.7996,5,3D1U,2.0,True,0.162,8,True,right,-0.05,1.8429,2.5929,0.7501,0.451,1.0927,0.6417,A
232,0.4997,0.0999,1,0.5164,0.633,0.608,232,2.5736,-0.372,-0.1832,0.3165,5,3U1D,2.0,True,0.833,10,True,right,0.05,0.4757,0.8843,0.4086,1.4258,2.0675,0.6417,V
233,0.4997,0.0999,1,0.6413,0.4248,0.8662,233,3.3315,0.8,0.3998,0.8995,5,lapse_rate,1.0,True,0.276,0,False,left,0.0,0.5976,1.5891,0.9915,2.4136,3.0055,0.5919,A
234,0.4997,1.1993,1,0.6163,0.4164,0.7829,234,3.2231,0.81,0.4081,0.9078,5,2D1U,1.0,True,1.034,15,False,left,-0.05,0.575,1.5746,0.9997,2.2911,2.933,0.6419,V
235,0.4997,1.1993,2,0.6247,0.4747,0.583,235,2.457,-0.45,-0.2249,0.2749,5,2U1D,1.0,True,0.227,13,True,left,0.05,1.8228,2.048,0.2252,0.5563,1.1978,0.6415,A
236,0.4997,1.1993,2,0.5164,0.633,0.8995,236,3.3482,0.594,0.2998,0.7996,5,3D1U,1.0,False,1.866,8,True,left,0.0,2.0081,2.758,0.7499,0.4751,1.0667,0.5916,V
237,0.4997,0.0999,1,0.4498,0.5247,0.583,237,2.9567,0.8,0.3998,0.8995,5,lapse_rate,1.0,True,0.824,0,False,left,-0.05,0.4094,1.4011,0.9917,1.9178,2.5594,0.6415,A
238,0.4997,0.0999,1,0.6413,0.4581,0.5414,238,2.457,-0.372,-0.1832,0.3165,5,3U1D,2.0,True,0.489,10,True,right,0.05,0.594,1.0025,0.4084,1.4775,2.1188,0.6413,V
239,0.4997,0.0999,1,0.5664,0.633,0.633,239,3.1567,0.648,0.3248,0.8246,5,3D1U,1.0,True,2.032,9,True,left,0.0,0.5223,1.4388,0.9165,2.0304,2.622,0.5915,A
240,0.4997,0.0999,2,0.4081,0.633,0.658,240,3.0733,0.756,0.3748,0.8745,5,2D1U,2.0,True,1.126,16,True,right,-0.05,1.6789,2.5042,0.8253,0.3375,0.9791,0.6415,A
241,0.4997,1.1993,1,0.5081,0.533,0.5497,241,2.3654,-0.45,-0.2249,0.2749,5,2U1D,2.0,True,0.412,13,True,right,0.05,0.4668,0.8335,0.3666,1.3169,1.9585,0.6416,A
242,0.4997,1.1993,1,0.6163,0.5497,0.5247,242,2.4902,-0.396,-0.1999,0.2998,5,2U1D,2.0,True,0.95,13,False,right,0.0,0.5737,0.9655,0.3918,1.4487,2.0404,0.5916,A
243,0.4997,1.1993,2,0.558,0.4831,0.6663,243,2.5486,-0.318,-0.1582,0.3415,5,3U1D,2.0,False,0.621,10,False,right,-0.05,1.8431,2.1343,0.2912,0.4931,1.1349,0.6417,A
244,0.4997,1.1993,2,0.5997,0.533,0.5081,244,3.04,0.8,0.3998,0.8995,5,lapse_rate,2.0,True,0.86,0,False,right,0.05,1.726,2.576,0.85,0.5344,1.1758,0.6414,V
245,0.4997,0.0999,2,0.4747,0.6496,0.8162,245,3.2648,0.648,0.3248,0.8246,5,3D1U,2.0,True,1.719,9,True,right,0.0,1.8826,2.6575,0.7748,0.4327,1.0245,0.5918,A
246,0.4997,0.0999,2,0.6496,0.5913,0.8579,246,3.473,0.756,0.3748,0.8745,5,2D1U,2.0,True,1.431,16,True,right,-0.05,2.12,2.9451,0.825,0.5781,1.2201,0.6419,V
247,0.4997,0.0999,2,0.5497,0.4831,0.7413,247,2.5736,-0.396,-0.1999,0.2998,5,2U1D,1.0,True,3.906,13,False,left,0.05,1.9076,2.1579,0.2502,0.4827,1.1242,0.6415,A
248,0.4997,1.1993,2,0.5414,0.4747,0.583,248,2.9483,0.702,0.3498,0.8495,5,2D1U,2.0,True,0.164,16,False,right,0.0,1.711,2.511,0.8,0.4943,1.086,0.5917,V
249,0.4997,1.1993,2,0.6163,0.4081,0.7496,249,2.3736,-0.8,-0.3998,0.0999,5,lapse_rate,1.0,True,0.266,0,False,left,-0.05,1.9826,2.0327,0.0502,0.5496,1.1913,0.6417,A
