,standardDur,audNoise,order,preDur,postDur,isiDur,trial_num,totalDur,delta_dur_percents,deltaDurS,testDurS,intensities,current_stair,responses,is_correct,response_rts,stair_num_reversal,stair_is_reversal,response_keys,conflictDur,recordedOnsetVisualTest,recordedOffsetVisualTest,recordedDurVisualTest,recordedOnsetVisualStandard,recordedOffsetVisualStandard,recordedDurVisualStandard,modalityCue
197,0.49979,1.2,2,0.30821,0.39151,0.53311,197,2.35736,0.25,0.12495,0.62474,5,2D1U,2.0,True,0.484,17,True,right,-0.0833,1.4362,1.9859,0.5497,0.278,0.8366,0.5587,A
198,0.49979,0.1,2,0.43315,0.30821,0.82466,198,2.69055,0.25,0.12495,0.62474,5,2D1U,2.0,True,0.417,17,True,right,0.1666,2.0048,2.5469,0.5421,0.2632,1.0966,0.8335,A
199,0.49979,0.1,2,0.34986,0.29155,0.84965,199,2.47398,-0.028,-0.01666,0.48313,5,2U1D,2.0,False,1.22,17,False,right,-0.0833,1.8278,2.2278,0.3999,0.311,0.8944,0.5834,A
200,0.49979,1.2,2,0.44981,0.36652,0.81633,200,2.74053,0.214,0.10829,0.60808,5,2D1U,2.0,True,0.283,18,True,right,0.1666,1.9884,2.5213,0.5329,0.2967,1.1051,0.8084,A
201,0.49979,1.2,1,0.29988,0.35819,0.73303,201,2.35736,-0.064,-0.03332,0.46647,5,2U1D,2.0,True,0.114,18,True,right,-0.0833,0.2346,0.8428,0.6082,1.5516,2.1093,0.5577,A
202,0.49979,0.1,1,0.19992,0.40817,0.77468,202,2.34903,-0.064,-0.03332,0.46647,5,2U1D,2.0,True,0.474,18,True,right,0.1666,0.1153,0.7491,0.6337,1.3568,2.1902,0.8334,A
203,0.49979,0.1,2,0.21658,0.2499,0.6414,203,2.21575,0.214,0.10829,0.60808,5,2D1U,2.0,True,1.042,18,True,right,-0.0833,1.4837,2.0084,0.5247,0.1751,0.7582,0.5831,A
204,0.49979,1.2,1,0.23324,0.35819,0.86631,204,2.54895,0.178,0.09163,0.59142,5,2D1U,2.0,False,1.011,18,False,right,0.1666,0.1671,0.901,0.7339,1.6175,2.4266,0.8091,A
205,0.49979,1.2,2,0.42482,0.41649,0.85798,205,2.68221,-0.028,-0.01666,0.48313,5,2U1D,2.0,False,2.946,19,True,right,-0.0833,1.8777,2.2866,0.4088,0.3954,0.9529,0.5574,A
206,0.49979,0.1,1,0.29155,0.2499,0.4748,206,2.12412,0.214,0.10829,0.60808,5,2D1U,1.0,True,1.095,19,True,left,0.1666,0.2069,0.9817,0.7748,1.29,2.1236,0.8336,A
207,0.49979,0.1,1,0.2499,0.34986,0.86631,207,2.57394,0.214,0.10829,0.60808,5,2D1U,2.0,False,0.108,19,True,right,-0.0833,0.1636,0.9387,0.7751,1.7638,2.3467,0.5829,A
208,0.49979,1.2,1,0.40817,0.40817,0.87464,208,2.65724,-0.064,-0.03332,0.46647,5,2U1D,2.0,True,0.113,20,True,right,0.1666,0.3393,0.947,0.6077,1.6717,2.4801,0.8085,A
209,0.49979,1.2,1,0.28322,0.3332,0.41649,209,1.99917,-0.064,-0.03332,0.46647,5,2U1D,2.0,True,0.417,20,True,right,-0.0833,0.2195,0.8284,0.6089,1.2195,1.7781,0.5586,A
210,0.49979,0.1,1,0.27489,0.24157,0.6414,210,2.14078,-0.028,-0.01666,0.48313,5,2U1D,2.0,True,0.775,21,True,right,0.1666,0.1886,0.8394,0.6508,1.3132,2.1476,0.8344,A
211,0.49979,0.1,2,0.44981,0.22491,0.39984,211,2.19909,0.25,0.12495,0.62474,5,2D1U,2.0,True,0.111,19,False,right,-0.0833,1.4726,2.0136,0.5411,0.4058,0.9891,0.5834,A
212,0.49979,1.2,1,0.39984,0.25823,0.59142,212,2.23241,-0.028,-0.01666,0.48313,5,2U1D,2.0,True,0.292,21,True,right,0.1666,0.3349,0.9601,0.6252,1.4015,2.2099,0.8084,A
