,Unnamed: 0,standardDur,audNoise,order,preDur,postDur,isiDur,trial_num,total_audio_dur,delta_dur_percents,deltaDurS,testDurS,intensities,current_stair,responses,is_correct,response_rts,stair_num_reversal,stair_is_reversal,response_keys
47,47,0.5,0.1,2,0.2333,0.4,0.4833,47,2.0499,-0.14,-0.0667,0.4333,5,2D1U,1.0,True,0.375,2,True,left
48,48,0.5,0.1,2,0.35,0.3167,0.7333,48,2.0333,-0.74,-0.3667,0.1333,5,1D3U,1.0,True,0.449,1,False,left
49,49,0.5,0.1,1,0.2333,0.3167,0.8833,49,2.8333,0.8,0.4,0.9,5,lapse_rate,1.0,True,0.417,0,False,left
50,50,0.5,0.1,1,0.3167,0.3,0.6,50,2.2,-0.02,-0.0167,0.4833,5,3D1U,1.0,False,0.533,1,True,left
51,51,0.5,0.1,2,0.3333,0.2,0.5,51,1.9,-0.26,-0.1333,0.3667,5,1D2U,1.0,True,0.667,0,False,left
52,52,0.5,0.1,1,0.25,0.4167,0.8333,52,2.45,-0.1,-0.05,0.45,5,1D2U,2.0,True,0.3,0,False,right
53,53,0.5,0.1,1,0.2333,0.3167,0.6833,53,1.8666,-0.74,-0.3667,0.1333,5,1D3U,2.0,True,0.233,1,False,right
54,54,0.5,0.1,2,0.2167,0.2333,0.6833,54,2.0833,-0.1,-0.05,0.45,5,2D1U,2.0,False,0.357,2,False,right
55,55,0.5,0.1,1,0.3667,0.35,0.7667,55,2.4667,-0.02,-0.0167,0.4833,5,3D1U,2.0,True,0.317,1,True,right
56,56,0.5,0.1,1,0.4333,0.25,0.6,56,2.6833,0.8,0.4,0.9,5,lapse_rate,1.0,True,0.233,0,False,left
57,57,0.5,0.1,2,0.2667,0.4167,0.85,57,2.5501,0.02,0.0167,0.5167,5,3D1U,2.0,True,0.327,2,True,right
58,58,0.5,0.1,2,0.3167,0.2333,0.45,58,1.95,-0.1,-0.05,0.45,5,2D1U,2.0,False,0.41,2,False,right
59,59,0.5,0.1,2,0.2333,0.25,0.5333,59,1.6833,-0.66,-0.3333,0.1667,5,1D3U,1.0,True,0.435,1,False,left
60,60,0.5,0.1,1,0.2333,0.45,0.6167,60,1.9,-0.8,-0.4,0.1,5,lapse_rate,1.0,False,0.349,0,False,left
61,61,0.5,0.1,2,0.4,0.3,0.7667,61,2.4167,-0.1,-0.05,0.45,5,1D2U,2.0,False,0.342,0,False,right
62,62,0.5,0.1,1,0.4,0.2333,0.6,62,1.9,-0.66,-0.3333,0.1667,5,1D3U,2.0,True,0.375,1,False,right
63,63,0.5,0.1,1,0.35,0.4333,0.7333,63,2.4333,-0.18,-0.0833,0.4167,5,1D2U,2.0,True,0.31,1,True,right
64,64,0.5,0.1,2,0.2167,0.2833,0.75,64,1.85,-0.8,-0.4,0.1,5,lapse_rate,1.0,True,0.525,0,False,left
65,65,0.5,0.1,2,0.35,0.3,0.4833,65,2.0666,-0.14,-0.0667,0.4333,5,2D1U,1.0,True,0.433,3,True,left
66,66,0.5,0.1,1,0.4333,0.2167,0.7167,66,2.3834,0.02,0.0167,0.5167,5,3D1U,1.0,True,0.376,2,True,left
