Unnamed: 0,standardDur,audNoise,order,preDur,postDur,isiDur,trial_num,total_audio_dur,delta_dur_percents,deltaDurS,testDurS,intensities,current_stair,responses,is_correct,response_rts,stair_num_reversal,stair_is_reversal,response_keys,participantID
34,0.5,0.1,2,0.4333,0.3333,0.6667,34,2.1833,-0.5,-0.25,0.25,5,1D2U,1.0,True,0.409,1,True,left,DT
35,0.5,0.1,1,0.3833,0.3833,0.7167,35,2.4333,-0.1,-0.05,0.45,5,2D1U,1.0,False,0.425,0,False,left,DT
36,0.5,0.1,2,0.3667,0.3667,0.5333,36,1.9834,-0.58,-0.2833,0.2167,5,1D3U,1.0,True,0.482,0,False,left,DT
37,0.5,0.1,1,0.2667,0.45,0.5167,37,1.9501,-0.58,-0.2833,0.2167,5,1D3U,2.0,True,0.359,0,False,right,DT
38,0.5,0.1,2,0.2833,0.2667,0.4833,38,1.95,-0.18,-0.0833,0.4167,5,2D1U,1.0,True,0.501,1,True,left,DT
39,0.5,0.1,1,0.3333,0.4333,0.6833,39,2.0499,-0.8,-0.4,0.1,5,lapse_rate,2.0,True,0.199,0,False,right,DT
40,0.5,0.1,1,0.4333,0.3167,0.5,40,2.0,-0.5,-0.25,0.25,5,1D2U,2.0,True,0.308,1,True,right,DT
41,0.5,0.1,1,0.4,0.45,0.8167,41,2.7,0.06,0.0333,0.5333,5,3D1U,2.0,False,1.158,0,False,right,DT
42,0.5,0.1,1,0.35,0.35,0.5833,42,2.0,-0.58,-0.2833,0.2167,5,1D3U,1.0,False,0.417,0,False,left,DT
43,0.5,0.1,1,0.4333,0.2333,0.9,43,2.6833,0.22,0.1167,0.6167,5,3D1U,1.0,True,0.583,0,False,left,DT
44,0.5,0.1,1,0.3333,0.2,0.55,44,1.85,-0.46,-0.2333,0.2667,5,1D2U,1.0,False,1.141,2,True,left,DT
45,0.5,0.1,1,0.4333,0.3,0.6667,45,2.3333,-0.14,-0.0667,0.4333,5,2D1U,2.0,True,0.5,2,True,right,DT
46,0.5,0.1,1,0.3,0.2167,0.85,46,2.7667,0.8,0.4,0.9,5,lapse_rate,1.0,True,0.483,0,False,left,DT
47,0.5,0.1,1,0.3167,0.45,0.7333,47,2.25,-0.5,-0.25,0.25,5,1D2U,2.0,True,0.258,3,True,right,DT
48,0.5,0.1,1,0.3833,0.4167,0.8,48,2.2,-0.8,-0.4,0.1,5,lapse_rate,2.0,True,0.574,0,False,right,DT
49,0.5,0.1,2,0.25,0.4167,0.6167,49,2.4001,0.22,0.1167,0.6167,5,3D1U,2.0,True,0.723,0,False,right,DT
50,0.5,0.1,2,0.2333,0.25,0.45,50,1.8833,-0.1,-0.05,0.45,5,2D1U,1.0,True,0.749,2,False,left,DT
51,0.5,0.1,2,0.4,0.4,0.7833,51,2.25,-0.66,-0.3333,0.1667,5,1D3U,1.0,True,0.516,1,True,left,DT
52,0.5,0.1,2,0.3833,0.25,0.7667,52,2.0,-0.8,-0.4,0.1,5,lapse_rate,1.0,True,0.666,0,False,left,DT
53,0.5,0.1,2,0.2167,0.3333,0.7333,53,2.4,0.22,0.1167,0.6167,5,3D1U,1.0,False,0.434,0,False,left,DT
54,0.5,0.1,2,0.2167,0.25,0.45,54,1.8834,-0.06,-0.0333,0.4667,5,2D1U,1.0,True,0.666,2,False,left,DT
55,0.5,0.1,2,0.3833,0.4,0.4167,55,1.95,-0.5,-0.25,0.25,5,1D2U,1.0,True,0.317,3,True,left,DT
56,0.5,0.1,1,0.2667,0.2333,0.8,56,1.9667,-0.66,-0.3333,0.1667,5,1D3U,2.0,True,0.415,1,True,right,DT
57,0.5,0.1,2,0.3833,0.3667,0.8333,57,2.25,-0.66,-0.3333,0.1667,5,1D3U,1.0,True,0.517,1,True,left,DT
58,0.5,0.1,1,0.2,0.25,0.4833,58,1.9166,-0.02,-0.0167,0.4833,5,2D1U,1.0,False,0.643,2,False,left,DT
59,0.5,0.1,1,0.2667,0.25,0.75,59,1.8667,-0.8,-0.4,0.1,5,lapse_rate,2.0,True,0.291,0,False,right,DT
60,0.5,0.1,1,0.2833,0.35,0.6667,60,2.0667,-0.46,-0.2333,0.2667,5,1D2U,1.0,False,0.358,4,True,left,DT
61,0.5,0.1,2,0.3667,0.3,0.6833,61,2.5333,0.38,0.1833,0.6833,5,3D1U,2.0,True,0.516,0,False,right,DT
62,0.5,0.1,2,0.3667,0.4,0.6,62,2.35,-0.02,-0.0167,0.4833,5,2D1U,1.0,True,0.45,2,False,left,DT
63,0.5,0.1,1,0.3833,0.4333,0.7667,63,2.3333,-0.5,-0.25,0.25,5,1D2U,2.0,True,0.267,5,True,right,DT
64,0.5,0.1,1,0.3167,0.3667,0.85,64,2.2167,-0.62,-0.3167,0.1833,5,1D3U,1.0,False,0.826,2,True,left,DT
65,0.5,0.1,2,0.2667,0.25,0.8667,65,2.5667,0.38,0.1833,0.6833,5,3D1U,2.0,True,0.467,0,False,right,DT
66,0.5,0.1,2,0.3333,0.2667,0.4667,66,2.4667,0.8,0.4,0.9,5,lapse_rate,2.0,True,0.366,0,False,right,DT
67,0.5,0.1,2,0.3333,0.3333,0.4167,67,1.8333,-0.5,-0.25,0.25,5,1D2U,1.0,True,0.309,5,True,left,DT
68,0.5,0.1,1,0.2667,0.4333,0.75,68,2.85,0.8,0.4,0.9,5,lapse_rate,1.0,True,0.616,0,False,left,DT
69,0.5,0.1,2,0.3,0.3,0.8333,69,2.45,0.02,0.0167,0.5167,5,2D1U,1.0,False,0.416,2,False,left,DT
70,0.5,0.1,1,0.3833,0.2167,0.75,70,2.5333,0.38,0.1833,0.6833,5,3D1U,1.0,True,0.408,0,False,left,DT
71,0.5,0.1,2,0.3333,0.2833,0.5333,71,1.8166,-0.66,-0.3333,0.1667,5,1D3U,1.0,True,0.474,3,True,left,DT
72,0.5,0.1,2,0.45,0.25,0.5833,72,2.05,-0.46,-0.2333,0.2667,5,1D2U,1.0,True,0.417,6,True,left,DT
73,0.5,0.1,1,0.2333,0.2333,0.8667,73,2.1,-0.46,-0.2333,0.2667,5,1D2U,2.0,True,0.258,6,True,right,DT
74,0.5,0.1,1,0.4167,0.2667,0.8667,74,2.7001,0.3,0.15,0.65,5,3D1U,2.0,False,0.616,1,True,right,DT
75,0.5,0.1,2,0.2667,0.3667,0.4667,75,2.1334,0.06,0.0333,0.5333,5,2D1U,1.0,False,0.548,2,False,left,DT
76,0.5,0.1,1,0.3333,0.2667,0.4167,76,1.6834,-0.66,-0.3333,0.1667,5,1D3U,2.0,True,0.783,3,True,right,DT
77,0.5,0.1,1,0.2833,0.3833,0.6,77,2.3166,0.1,0.05,0.55,5,2D1U,1.0,True,0.474,2,False,left,DT
78,0.5,0.1,2,0.3167,0.35,0.5333,78,2.3667,0.34,0.1667,0.6667,5,3D1U,1.0,False,1.033,2,True,left,DT
79,0.5,0.1,2,0.3667,0.35,0.8333,79,2.2167,-0.66,-0.3333,0.1667,5,1D3U,1.0,True,0.449,3,True,left,DT
80,0.5,0.1,1,0.4167,0.3833,0.75,80,2.3333,-0.42,-0.2167,0.2833,5,1D2U,1.0,False,0.532,6,False,left,DT
81,0.5,0.1,1,0.4167,0.2667,0.6333,81,2.3667,0.1,0.05,0.55,5,2D1U,1.0,True,0.825,2,False,left,DT
82,0.5,0.1,1,0.3,0.3,0.4,82,1.7667,-0.46,-0.2333,0.2667,5,1D2U,2.0,True,0.475,7,True,right,DT
83,0.5,0.1,1,0.3333,0.2167,0.7667,83,2.0,-0.62,-0.3167,0.1833,5,1D3U,2.0,True,0.375,4,True,right,DT
84,0.5,0.1,1,0.25,0.2667,0.5667,84,2.1167,0.06,0.0333,0.5333,5,2D1U,2.0,False,1.101,3,True,right,DT
85,0.5,0.1,2,0.4,0.35,0.45,85,2.3833,0.38,0.1833,0.6833,5,3D1U,2.0,True,0.308,2,False,right,DT
86,0.5,0.1,2,0.4,0.3833,0.65,86,2.2,-0.46,-0.2333,0.2667,5,1D2U,1.0,True,0.366,7,True,left,DT
87,0.5,0.1,1,0.2,0.2333,0.7333,87,2.3499,0.38,0.1833,0.6833,5,3D1U,1.0,True,0.658,2,False,left,DT
88,0.5,0.1,2,0.4,0.3333,0.5667,88,2.0833,-0.42,-0.2167,0.2833,5,1D2U,1.0,True,0.675,8,True,left,DT
89,0.5,0.1,2,0.25,0.2333,0.6667,89,2.2,0.1,0.05,0.55,5,2D1U,2.0,True,0.525,4,True,right,DT
90,0.5,0.1,2,0.2667,0.3,0.4333,90,1.6833,-0.62,-0.3167,0.1833,5,1D3U,1.0,True,0.39,4,True,left,DT
91,0.5,0.1,2,0.45,0.2667,0.6833,91,2.5833,0.38,0.1833,0.6833,5,3D1U,2.0,True,0.401,2,False,right,DT
92,0.5,0.1,1,0.4333,0.4333,0.8667,92,2.5166,-0.42,-0.2167,0.2833,5,1D2U,2.0,True,1.717,8,True,right,DT
93,0.5,0.1,1,0.4333,0.3833,0.7667,93,2.2666,-0.62,-0.3167,0.1833,5,1D3U,1.0,False,0.491,4,True,left,DT
94,0.5,0.1,1,0.3333,0.3167,0.5833,94,2.2833,0.1,0.05,0.55,5,2D1U,2.0,False,0.64,4,True,right,DT
95,0.5,0.1,1,0.3833,0.3,0.8,95,2.65,0.34,0.1667,0.6667,5,3D1U,1.0,True,0.568,3,True,left,DT
96,0.5,0.1,2,0.3833,0.3167,0.6167,96,2.1334,-0.38,-0.1833,0.3167,5,1D2U,1.0,True,0.692,8,False,left,DT
97,0.5,0.1,1,0.3333,0.3833,0.85,97,2.6333,0.14,0.0667,0.5667,5,2D1U,2.0,False,0.741,4,False,right,DT
98,0.5,0.1,2,0.25,0.3667,0.55,98,1.8334,-0.66,-0.3333,0.1667,5,1D3U,1.0,True,0.567,5,True,left,DT
99,0.5,0.1,1,0.45,0.3167,0.5833,99,2.5167,0.34,0.1667,0.6667,5,3D1U,1.0,True,0.457,3,True,left,DT
100,0.5,0.1,1,0.2167,0.3833,0.8333,100,2.25,-0.38,-0.1833,0.3167,5,1D2U,2.0,True,0.435,8,False,right,DT
101,0.5,0.1,2,0.45,0.25,0.7,101,2.2333,-0.34,-0.1667,0.3333,5,1D2U,1.0,True,0.55,8,False,left,DT
102,0.5,0.1,2,0.2167,0.3,0.4333,102,2.1167,0.34,0.1667,0.6667,5,3D1U,1.0,False,0.659,3,True,left,DT
103,0.5,0.1,1,0.3167,0.4,0.4667,103,2.3667,0.38,0.1833,0.6833,5,3D1U,1.0,True,0.875,4,True,left,DT
104,0.5,0.1,2,0.2333,0.25,0.5,104,2.0666,0.18,0.0833,0.5833,5,2D1U,2.0,True,0.743,4,False,right,DT
105,0.5,0.1,1,0.45,0.3333,0.7333,105,2.1833,-0.66,-0.3333,0.1667,5,1D3U,1.0,False,0.492,5,True,left,DT
106,0.5,0.1,1,0.4167,0.4,0.6667,106,2.3167,-0.34,-0.1667,0.3333,5,1D2U,1.0,False,0.725,8,False,left,DT
107,0.5,0.1,1,0.3,0.4167,0.4333,107,2.3333,0.38,0.1833,0.6833,5,3D1U,1.0,True,0.324,4,True,left,DT
108,0.5,0.1,2,0.2167,0.4,0.85,108,2.1167,-0.7,-0.35,0.15,5,1D3U,1.0,True,0.35,5,False,left,DT
109,0.5,0.1,2,0.3167,0.2,0.4167,109,1.5834,-0.7,-0.35,0.15,5,1D3U,1.0,True,0.534,5,False,left,DT
110,0.5,0.1,1,0.4167,0.4333,0.4667,110,2.4,0.18,0.0833,0.5833,5,2D1U,1.0,True,0.7,4,False,left,DT
111,0.5,0.1,2,0.25,0.3167,0.4333,111,1.8167,-0.38,-0.1833,0.3167,5,1D2U,2.0,False,0.5,9,True,right,DT
112,0.5,0.1,2,0.3,0.3333,0.7833,112,2.0666,-0.7,-0.35,0.15,5,1D3U,1.0,True,0.391,5,False,left,DT
113,0.5,0.1,2,0.2167,0.45,0.45,113,1.7834,-0.66,-0.3333,0.1667,5,1D3U,1.0,True,0.6,6,True,left,DT
114,0.5,0.1,1,0.2833,0.2333,0.4,114,2.0999,0.38,0.1833,0.6833,5,3D1U,1.0,True,0.534,4,True,left,DT
115,0.5,0.1,2,0.25,0.4333,0.6,115,2.35,0.14,0.0667,0.5667,5,2D1U,2.0,True,0.307,5,True,right,DT
116,0.5,0.1,1,0.4333,0.45,0.7667,116,2.4333,-0.42,-0.2167,0.2833,5,1D2U,1.0,False,0.408,9,False,left,DT
117,0.5,0.1,1,0.3833,0.2167,0.6,117,2.2667,0.14,0.0667,0.5667,5,2D1U,1.0,True,0.558,5,True,left,DT
118,0.5,0.1,1,0.2833,0.2167,0.7,118,2.3667,0.34,0.1667,0.6667,5,3D1U,2.0,False,0.467,5,True,right,DT
119,0.5,0.1,2,0.4333,0.3,0.6833,119,2.5999,0.38,0.1833,0.6833,5,3D1U,2.0,True,0.573,6,True,right,DT
120,0.5,0.1,2,0.4,0.4333,0.4,120,1.9,-0.66,-0.3333,0.1667,5,1D3U,1.0,True,0.458,6,True,left,DT
121,0.5,0.1,2,0.3167,0.4333,0.5167,121,2.0334,-0.46,-0.2333,0.2667,5,1D2U,1.0,True,0.483,9,False,left,DT
122,0.5,0.1,2,0.3833,0.3,0.8,122,2.6666,0.38,0.1833,0.6833,5,3D1U,2.0,True,0.425,6,True,right,DT
123,0.5,0.1,2,0.3,0.3333,0.7,123,2.0,-0.66,-0.3333,0.1667,5,1D3U,1.0,True,0.468,6,True,left,DT
124,0.5,0.1,1,0.2,0.2667,0.6333,124,1.7833,-0.62,-0.3167,0.1833,5,1D3U,1.0,False,0.691,6,False,left,DT
125,0.5,0.1,2,0.25,0.25,0.7,125,1.9667,-0.46,-0.2333,0.2667,5,1D2U,1.0,True,1.175,9,False,left,DT
126,0.5,0.1,1,0.2833,0.4167,0.5333,126,2.2833,0.1,0.05,0.55,5,2D1U,1.0,True,0.973,5,False,left,DT
127,0.5,0.1,2,0.35,0.4167,0.4667,127,1.9001,-0.66,-0.3333,0.1667,5,1D3U,1.0,True,0.408,7,True,left,DT
128,0.5,0.1,2,0.3667,0.35,0.7,128,2.6,0.38,0.1833,0.6833,5,3D1U,2.0,True,0.268,6,True,right,DT
129,0.5,0.1,1,0.2833,0.4333,0.4333,129,2.1999,0.1,0.05,0.55,5,2D1U,2.0,False,0.283,5,False,right,DT
130,0.5,0.1,1,0.2333,0.2333,0.8833,130,2.1332,-0.42,-0.2167,0.2833,5,1D2U,2.0,True,0.441,10,True,right,DT
131,0.5,0.1,1,0.2167,0.4333,0.4667,131,1.9,-0.42,-0.2167,0.2833,5,1D2U,2.0,True,0.739,10,True,right,DT
132,0.5,0.1,2,0.2333,0.35,0.4667,132,1.8667,-0.38,-0.1833,0.3167,5,1D2U,1.0,True,1.477,10,False,left,DT
133,0.5,0.1,1,0.2333,0.3667,0.85,133,2.1167,-0.66,-0.3333,0.1667,5,1D3U,2.0,True,0.341,7,True,right,DT
134,0.5,0.1,2,0.2333,0.3667,0.8333,134,2.5,0.14,0.0667,0.5667,5,2D1U,1.0,False,0.56,6,True,left,DT
135,0.5,0.1,2,0.35,0.2833,0.8833,135,2.6833,0.34,0.1667,0.6667,5,3D1U,2.0,True,0.451,7,True,right,DT
136,0.5,0.1,1,0.3,0.2333,0.7333,136,2.0833,-0.38,-0.1833,0.3167,5,1D2U,2.0,True,0.532,10,False,right,DT
137,0.5,0.1,1,0.2333,0.2667,0.6667,137,1.8334,-0.66,-0.3333,0.1667,5,1D3U,2.0,True,0.449,7,True,right,DT
138,0.5,0.1,2,0.2667,0.45,0.7333,138,2.5333,0.18,0.0833,0.5833,5,2D1U,2.0,True,0.617,6,False,right,DT
139,0.5,0.1,2,0.2667,0.3167,0.4833,139,2.2334,0.34,0.1667,0.6667,5,3D1U,2.0,True,0.666,7,True,right,DT
140,0.5,0.1,1,0.25,0.3167,0.6667,140,2.0667,-0.34,-0.1667,0.3333,5,1D2U,2.0,True,0.783,10,False,right,DT
141,0.5,0.1,1,0.45,0.2,0.5667,141,1.9,-0.62,-0.3167,0.1833,5,1D3U,2.0,True,1.133,8,True,right,DT
142,0.5,0.1,2,0.2,0.3,0.6333,142,2.3,0.34,0.1667,0.6667,5,3D1U,2.0,True,0.808,7,True,right,DT
143,0.5,0.1,1,0.3667,0.3667,0.5833,143,2.4667,0.3,0.15,0.65,5,3D1U,2.0,False,0.484,7,False,right,DT
144,0.5,0.1,2,0.4333,0.2167,0.5333,144,1.8666,-0.62,-0.3167,0.1833,5,1D3U,1.0,True,1.067,8,True,left,DT
145,0.5,0.1,2,0.45,0.3167,0.4333,145,1.8833,-0.62,-0.3167,0.1833,5,1D3U,1.0,True,0.951,8,True,left,DT
146,0.5,0.1,2,0.45,0.2833,0.7667,146,2.5833,0.18,0.0833,0.5833,5,2D1U,2.0,True,0.433,6,False,right,DT
147,0.5,0.1,2,0.4333,0.4,0.5333,147,2.4333,0.14,0.0667,0.5667,5,2D1U,1.0,False,0.465,7,True,left,DT
148,0.5,0.1,2,0.3,0.2833,0.7,148,2.0,-0.58,-0.2833,0.2167,5,1D3U,1.0,True,0.459,8,False,left,DT
149,0.5,0.1,2,0.2,0.3667,0.5,149,2.2334,0.34,0.1667,0.6667,5,3D1U,2.0,True,0.283,8,True,right,DT
150,0.5,0.1,1,0.2667,0.3833,0.4167,150,2.2334,0.34,0.1667,0.6667,5,3D1U,1.0,True,0.359,8,True,left,DT
151,0.5,0.1,2,0.3,0.4,0.8333,151,2.6166,0.18,0.0833,0.5833,5,2D1U,2.0,True,0.383,8,True,right,DT
152,0.5,0.1,2,0.2667,0.3833,0.8,152,2.5333,0.18,0.0833,0.5833,5,2D1U,2.0,True,0.383,8,True,right,DT
153,0.5,0.1,1,0.2667,0.2167,0.6333,153,2.1834,0.14,0.0667,0.5667,5,2D1U,1.0,True,0.706,9,True,left,DT
0,0.5,0.1,2,0.4167,0.2167,0.45,0,1.7501,-0.65,-0.3333,0.1667,5,3U1D,1.0,True,0.645,0,False,left,HH
1,0.5,0.1,2,0.2167,0.4167,0.85,1,2.8167,0.65,0.3333,0.8333,5,3D1U,2.0,True,0.399,0,False,right,HH
2,0.5,0.1,2,0.4167,0.4,0.5833,2,2.7333,0.65,0.3333,0.8333,5,3D1U,2.0,True,0.425,0,False,right,HH
3,0.5,0.1,2,0.4,0.4,0.85,3,2.3167,-0.65,-0.3333,0.1667,5,2U1D,1.0,True,0.383,0,False,left,HH
4,0.5,0.1,2,0.3667,0.45,0.6667,4,2.0834,-0.8,-0.4,0.1,5,lapse_rate,1.0,True,0.392,0,False,left,HH
5,0.5,0.1,2,0.3667,0.3833,0.4167,5,1.8334,-0.65,-0.3333,0.1667,5,3U1D,1.0,True,0.308,0,False,left,HH
6,0.5,0.1,1,0.35,0.3,0.5,6,2.4833,0.65,0.3333,0.8333,5,2D1U,2.0,False,0.55,0,False,right,HH
7,0.5,0.1,1,0.2833,0.25,0.6667,7,2.6,0.8,0.4,0.9,5,lapse_rate,2.0,False,0.426,0,False,right,HH
8,0.5,0.1,2,0.35,0.2333,0.55,8,2.4666,0.65,0.3333,0.8333,5,3D1U,2.0,True,0.4,0,False,right,HH
9,0.5,0.1,1,0.3667,0.3333,0.8333,9,2.2,-0.65,-0.3333,0.1667,5,3U1D,2.0,True,0.391,0,False,right,HH
10,0.5,0.1,1,0.3333,0.35,0.5333,10,1.8833,-0.65,-0.3333,0.1667,5,2U1D,2.0,True,0.434,0,False,right,HH
11,0.5,0.1,1,0.4,0.3833,0.6,11,2.75,0.75,0.3667,0.8667,5,2D1U,1.0,True,0.3,0,False,left,HH
12,0.5,0.1,1,0.3167,0.3,0.6,12,1.9334,-0.55,-0.2667,0.2167,5,2U1D,2.0,True,0.459,0,False,right,HH
13,0.5,0.1,2,0.25,0.3833,0.5833,13,2.5833,0.75,0.3667,0.8667,5,2D1U,2.0,True,0.317,0,False,right,HH
14,0.5,0.1,2,0.3333,0.4333,0.8167,14,2.9833,0.8,0.4,0.9,5,lapse_rate,1.0,False,17.6,0,False,left,HH
15,0.5,0.1,1,0.2667,0.3667,0.7333,15,2.6334,0.55,0.2667,0.7667,5,3D1U,2.0,False,0.542,0,False,right,HH
16,0.5,0.1,2,0.2333,0.4,0.65,16,2.0,-0.55,-0.2667,0.2167,5,3U1D,1.0,True,0.483,0,False,left,HH
17,0.5,0.1,2,0.3,0.3333,0.8167,17,2.1667,-0.55,-0.2667,0.2167,5,3U1D,1.0,True,0.467,0,False,left,HH
18,0.5,0.1,1,0.4,0.4333,0.5833,18,2.1333,-0.55,-0.2667,0.2167,5,2U1D,2.0,True,0.342,0,False,right,HH
19,0.5,0.1,2,0.3,0.3333,0.8167,19,2.85,0.8,0.4,0.9,5,lapse_rate,2.0,True,0.401,0,False,right,HH
20,0.5,0.1,2,0.4,0.3333,0.4167,20,2.45,0.61,0.3,0.8,5,3D1U,2.0,True,0.443,1,True,right,HH
21,0.5,0.1,1,0.2667,0.3667,0.4833,21,2.4667,0.69,0.35,0.85,5,2D1U,1.0,True,0.376,1,True,left,HH
22,0.5,0.1,1,0.4167,0.2833,0.45,22,2.55,0.8,0.4,0.9,5,lapse_rate,1.0,True,0.433,0,False,left,HH
23,0.5,0.1,2,0.2667,0.4167,0.6667,23,2.0668,-0.55,-0.2667,0.2167,5,3U1D,1.0,True,0.475,0,False,left,HH
24,0.5,0.1,1,0.3833,0.3333,0.4667,24,1.95,-0.45,-0.2333,0.2667,5,2U1D,2.0,True,0.475,0,False,right,HH
25,0.5,0.1,1,0.4333,0.2833,0.6333,25,2.6499,0.61,0.3,0.8,5,3D1U,1.0,True,0.416,1,True,left,HH
26,0.5,0.1,1,0.4167,0.4167,0.65,26,2.8334,0.69,0.35,0.85,5,2D1U,1.0,True,0.483,1,True,left,HH
27,0.5,0.1,2,0.2167,0.4167,0.6167,27,2.5501,0.61,0.3,0.8,5,3D1U,2.0,True,0.391,1,True,right,HH
28,0.5,0.1,2,0.2167,0.25,0.8167,28,2.0501,-0.45,-0.2333,0.2667,5,2U1D,1.0,True,0.491,0,False,left,HH
29,0.5,0.1,2,0.4167,0.2667,0.7,29,2.1501,-0.45,-0.2333,0.2667,5,3U1D,1.0,True,0.416,0,False,left,HH
30,0.5,0.1,1,0.4333,0.3,0.6167,30,2.6667,0.63,0.3167,0.8167,5,2D1U,1.0,True,0.292,1,False,left,HH
31,0.5,0.1,1,0.2667,0.3333,0.5,31,1.7,-0.8,-0.4,0.1,5,lapse_rate,2.0,True,0.358,0,False,right,HH
32,0.5,0.1,2,0.2333,0.2833,0.8167,32,2.1666,-0.35,-0.1667,0.3333,5,2U1D,1.0,True,0.483,0,False,left,HH
33,0.5,0.1,2,0.3333,0.3833,0.6333,33,2.1166,-0.45,-0.2333,0.2667,5,3U1D,1.0,True,0.408,0,False,left,HH
34,0.5,0.1,1,0.35,0.3333,0.7333,34,2.7333,0.63,0.3167,0.8167,5,2D1U,1.0,True,0.326,1,False,left,HH
35,0.5,0.1,2,0.4167,0.2667,0.7333,35,2.7,0.574,0.2833,0.7833,5,3D1U,2.0,True,0.433,2,True,right,HH
36,0.5,0.1,2,0.3833,0.4333,0.8833,36,2.2999,-0.8,-0.4,0.1,5,lapse_rate,1.0,True,0.45,0,False,left,HH
37,0.5,0.1,2,0.3667,0.3167,0.55,37,2.0001,-0.45,-0.2333,0.2667,5,3U1D,1.0,True,0.442,0,False,left,HH
38,0.5,0.1,2,0.3333,0.35,0.7333,38,2.6999,0.57,0.2833,0.7833,5,2D1U,2.0,True,0.384,1,False,right,HH
39,0.5,0.1,1,0.4333,0.3333,0.6667,39,2.0333,-0.8,-0.4,0.1,5,lapse_rate,2.0,True,0.408,0,False,right,HH
40,0.5,0.1,1,0.2667,0.25,0.5167,40,1.8667,-0.35,-0.1667,0.3333,5,2U1D,2.0,True,0.442,0,False,right,HH
41,0.5,0.1,1,0.4167,0.3333,0.7833,41,2.8166,0.574,0.2833,0.7833,5,3D1U,1.0,True,0.458,2,True,left,HH
42,0.5,0.1,2,0.2333,0.4,0.75,42,1.9833,-0.8,-0.4,0.1,5,lapse_rate,1.0,True,0.557,0,False,left,HH
43,0.5,0.1,1,0.2833,0.25,0.5,43,2.3166,0.574,0.2833,0.7833,5,3D1U,1.0,True,0.434,2,True,left,HH
44,0.5,0.1,1,0.3167,0.25,0.4167,44,1.8501,-0.25,-0.1333,0.3667,5,2U1D,2.0,True,0.442,0,False,right,HH
45,0.5,0.1,2,0.3333,0.2333,0.4167,45,1.8166,-0.35,-0.1667,0.3333,5,3U1D,1.0,True,0.425,0,False,left,HH
46,0.5,0.1,1,0.2667,0.3333,0.85,46,2.7333,0.57,0.2833,0.7833,5,2D1U,1.0,True,0.4,1,False,left,HH
47,0.5,0.1,2,0.4167,0.3667,0.6833,47,2.7167,0.51,0.25,0.75,5,2D1U,2.0,True,0.39,1,False,right,HH
48,0.5,0.1,1,0.4333,0.35,0.6333,48,2.8166,0.8,0.4,0.9,5,lapse_rate,1.0,True,0.491,0,False,left,HH
49,0.5,0.1,1,0.3667,0.3,0.4833,49,1.9833,-0.35,-0.1667,0.3333,5,3U1D,1.0,False,0.483,0,False,left,HH
50,0.5,0.1,2,0.3667,0.45,0.8,50,2.8834,0.538,0.2667,0.7667,5,3D1U,2.0,True,0.533,2,False,right,HH
51,0.5,0.1,1,0.3833,0.35,0.6667,51,2.2667,-0.25,-0.1333,0.3667,5,2U1D,2.0,True,0.716,0,False,right,HH
52,0.5,0.1,1,0.2667,0.2667,0.6667,52,2.1334,-0.15,-0.0667,0.4333,5,2U1D,2.0,True,0.575,0,False,right,HH
53,0.5,0.1,1,0.2333,0.3667,0.75,53,2.6167,0.538,0.2667,0.7667,5,3D1U,1.0,True,0.284,2,False,left,HH
54,0.5,0.1,2,0.2,0.45,0.45,54,1.7,-0.8,-0.4,0.1,5,lapse_rate,1.0,True,0.433,0,False,left,HH
55,0.5,0.1,2,0.4333,0.3,0.55,55,2.0833,-0.41,-0.2,0.3,5,3U1D,1.0,True,0.417,1,True,left,HH
56,0.5,0.1,1,0.3167,0.2,0.6333,56,2.4,0.51,0.25,0.75,5,2D1U,1.0,True,0.425,1,False,left,HH
57,0.5,0.1,1,0.45,0.4333,0.7167,57,2.8667,0.538,0.2667,0.7667,5,3D1U,2.0,False,0.499,2,False,right,HH
58,0.5,0.1,1,0.4167,0.2167,0.4667,58,1.9001,-0.41,-0.2,0.3,5,3U1D,2.0,True,0.541,1,True,right,HH
59,0.5,0.1,1,0.4167,0.3,0.7,59,2.8167,0.8,0.4,0.9,5,lapse_rate,1.0,True,0.383,0,False,left,HH
60,0.5,0.1,1,0.2667,0.35,0.7333,60,2.5833,0.45,0.2333,0.7333,5,2D1U,1.0,True,0.391,1,False,left,HH
61,0.5,0.1,2,0.3333,0.4167,0.4833,61,2.1666,-0.15,-0.0667,0.4333,5,2U1D,1.0,True,0.2,0,False,left,HH
62,0.5,0.1,2,0.3833,0.4333,0.85,62,2.9499,0.574,0.2833,0.7833,5,3D1U,2.0,True,0.282,3,True,right,HH
63,0.5,0.1,1,0.25,0.2333,0.5833,63,2.0333,-0.05,-0.0333,0.4667,5,2U1D,2.0,True,0.492,0,False,right,HH
64,0.5,0.1,2,0.25,0.4167,0.6167,64,2.5167,0.45,0.2333,0.7333,5,2D1U,2.0,True,0.366,1,False,right,HH
65,0.5,0.1,2,0.2167,0.2333,0.4333,65,1.6833,-0.41,-0.2,0.3,5,3U1D,1.0,True,0.65,1,True,left,HH
66,0.5,0.1,1,0.3167,0.2833,0.7,66,1.9,-0.8,-0.4,0.1,5,lapse_rate,2.0,True,0.367,0,False,right,HH
67,0.5,0.1,2,0.2667,0.3667,0.5167,67,1.9668,-0.374,-0.1833,0.3167,5,3U1D,2.0,False,0.392,2,True,right,HH
