,Unnamed: 0,standardDur,audNoise,order,preDur,postDur,isiDur,trial_num,totalDur,delta_dur_percents,deltaDurS,testDurS,intensities,current_stair,responses,is_correct,response_rts,stair_num_reversal,stair_is_reversal,response_keys,conflictDur,recordedOnsetVisualTest,recordedOffsetVisualTest,recordedDurVisualTest,recordedOnsetVisualStandard,recordedOffsetVisualStandard,recordedDurVisualStandard,modalityPostCue
90,90,0.50196,1.2,1,0.29281,0.30954,0.67765,90,2.73569,0.9,0.45177,0.95373,5,lapse_rate,1.0,True,0.346,0,False,left,0.0,0.2935,1.2443,0.9507,1.9199,2.4198,0.4999,V
91,91,0.50196,0.1,1,0.42667,0.28445,0.47686,91,2.05805,-0.26,-0.13386,0.36811,5,1D3U,1.0,False,0.498,1,False,left,0.0,0.4279,0.7943,0.3663,1.2701,1.7702,0.5001,V
92,92,0.50196,1.2,2,0.31791,0.40994,0.8868,92,2.64367,0.06,0.03346,0.52706,5,2D1U,2.0,True,0.373,3,False,right,0.0,1.6977,2.2229,0.5251,0.3147,0.8144,0.4997,A
93,93,0.50196,1.2,1,0.28445,0.20078,0.64419,93,1.68158,-0.9,-0.45177,0.0502,5,lapse_rate,2.0,True,0.484,0,False,right,0.0,0.2834,0.3335,0.0501,0.9753,1.4754,0.5001,A
94,94,0.50196,0.1,2,0.25098,0.30954,0.87007,94,2.02458,-0.82,-0.40994,0.09203,5,1D2U,1.0,True,0.416,5,True,left,0.0,1.615,1.7064,0.0914,0.2477,0.7476,0.4999,A
95,95,0.50196,1.2,2,0.36811,0.23425,0.45177,95,2.24211,0.38,0.19242,0.68602,5,3D1U,2.0,True,0.364,1,False,right,0.0,1.3202,2.0027,0.6825,0.3696,0.8695,0.4999,A
96,96,0.50196,0.1,1,0.3932,0.29281,0.68602,96,2.20027,-0.34,-0.16732,0.32628,5,1D3U,2.0,True,0.382,1,False,right,0.0,0.3943,0.7195,0.3252,1.4027,1.9028,0.5001,V
97,97,0.50196,1.2,1,0.26771,0.36811,0.76968,97,2.41779,0.02,0.00837,0.51033,5,2D1U,2.0,False,0.296,3,False,right,0.0,0.262,0.7709,0.509,1.5377,2.037,0.4994,V
98,98,0.50196,1.2,2,0.33464,0.25935,0.51033,98,2.56001,0.9,0.45177,0.95373,5,lapse_rate,2.0,True,0.275,0,False,right,0.0,1.3373,2.2862,0.9489,0.3287,0.8291,0.5004,V
99,99,0.50196,0.1,2,0.43503,0.42667,0.72785,99,2.41779,-0.34,-0.16732,0.32628,5,1D3U,1.0,True,0.277,1,False,left,0.0,1.659,1.9848,0.3258,0.4339,0.9347,0.5008,A
100,100,0.50196,1.2,2,0.24262,0.37647,0.74458,100,2.55165,0.38,0.19242,0.68602,5,3D1U,2.0,True,0.347,1,False,right,0.0,1.4853,2.1686,0.6833,0.2436,0.7432,0.4997,V
101,101,0.50196,0.1,2,0.28445,0.38484,0.60235,101,1.88236,-0.78,-0.3932,0.10876,5,1D2U,1.0,True,0.384,6,True,left,0.0,1.3788,1.4875,0.1087,0.2798,0.7795,0.4998,V
102,102,0.50196,1.2,2,0.34301,0.38484,0.71111,102,2.2672,-0.34,-0.16732,0.32628,5,1D3U,1.0,True,0.292,1,False,left,0.0,1.552,1.8782,0.3262,0.3442,0.8439,0.4997,V
103,103,0.50196,0.1,1,0.25098,0.22588,0.75294,103,2.41778,0.38,0.19242,0.68602,5,3D1U,1.0,True,0.326,1,False,left,0.0,0.2466,0.9298,0.6832,1.6805,2.1802,0.4997,A
104,104,0.50196,1.2,2,0.25098,0.26771,0.48523,104,1.61464,-0.78,-0.3932,0.10876,5,1D2U,1.0,True,0.902,6,True,left,0.0,1.23,1.3383,0.1083,0.2465,0.747,0.5005,A
105,105,0.50196,0.1,2,0.34301,0.35137,0.48523,105,2.20863,0.06,0.03346,0.52706,5,2D1U,1.0,False,0.247,4,True,left,0.0,1.3251,1.8498,0.5247,0.3414,0.8412,0.4998,V
106,106,0.50196,0.1,1,0.4183,0.23425,0.67765,106,1.88236,-0.9,-0.45177,0.0502,5,lapse_rate,2.0,True,0.301,0,False,right,0.0,0.4154,0.465,0.0497,1.1401,1.6399,0.4998,A
107,107,0.50196,1.2,1,0.27608,0.33464,0.76968,107,2.43452,0.1,0.0502,0.55216,5,2D1U,1.0,True,0.279,4,False,left,0.0,0.2748,0.8247,0.55,1.5907,2.091,0.5004,V
108,108,0.50196,0.1,2,0.38484,0.3932,0.51033,108,2.1417,-0.3,-0.15059,0.35137,5,1D3U,1.0,True,0.307,2,True,left,0.0,1.3882,1.7386,0.3503,0.3802,0.8809,0.5007,V
109,109,0.50196,1.2,2,0.29281,0.25935,0.79477,109,1.98275,-0.74,-0.36811,0.13386,5,1D2U,1.0,True,0.586,6,False,left,0.0,1.5859,1.7188,0.133,0.2943,0.7945,0.5001,V
110,110,0.50196,0.1,1,0.38484,0.25098,0.56889,110,2.35922,0.3,0.15059,0.65255,5,3D1U,1.0,True,0.385,1,False,left,0.0,0.3837,1.0337,0.6501,1.5998,2.1003,0.5005,V
