,Unnamed: 0,standardDur,audNoise,order,preDur,postDur,isiDur,trial_num,total_audio_dur,delta_dur_percents,deltaDurS,testDurS,intensities,current_stair,responses,is_correct,response_rts,stair_num_reversal,stair_is_reversal,response_keys
48,48,0.5,0.1,1,0.4333,0.35,0.6333,48,2.8166,0.8,0.4,0.9,5,lapse_rate,1.0,True,0.491,0,False,left
49,49,0.5,0.1,1,0.3667,0.3,0.4833,49,1.9833,-0.35,-0.1667,0.3333,5,3U1D,1.0,False,0.483,0,False,left
50,50,0.5,0.1,2,0.3667,0.45,0.8,50,2.8834,0.538,0.2667,0.7667,5,3D1U,2.0,True,0.533,2,False,right
51,51,0.5,0.1,1,0.3833,0.35,0.6667,51,2.2667,-0.25,-0.1333,0.3667,5,2U1D,2.0,True,0.716,0,False,right
52,52,0.5,0.1,1,0.2667,0.2667,0.6667,52,2.1334,-0.15,-0.0667,0.4333,5,2U1D,2.0,True,0.575,0,False,right
53,53,0.5,0.1,1,0.2333,0.3667,0.75,53,2.6167,0.538,0.2667,0.7667,5,3D1U,1.0,True,0.284,2,False,left
54,54,0.5,0.1,2,0.2,0.45,0.45,54,1.7,-0.8,-0.4,0.1,5,lapse_rate,1.0,True,0.433,0,False,left
55,55,0.5,0.1,2,0.4333,0.3,0.55,55,2.0833,-0.41,-0.2,0.3,5,3U1D,1.0,True,0.417,1,True,left
56,56,0.5,0.1,1,0.3167,0.2,0.6333,56,2.4,0.51,0.25,0.75,5,2D1U,1.0,True,0.425,1,False,left
57,57,0.5,0.1,1,0.45,0.4333,0.7167,57,2.8667,0.538,0.2667,0.7667,5,3D1U,2.0,False,0.499,2,False,right
